"","Our_Taxonomy","sample","Cruise_Station","Cruise","Station","Day","ASV"
"145","Other_Chlorophyta","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",368
"146","Other_Chlorophyta","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",304
"147","Other_Chlorophyta","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",535
"148","Other_Chlorophyta","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",129
"149","Other_Chlorophyta","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",104
"150","Other_Chlorophyta","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",172
"151","Other_Chlorophyta","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",204
"152","Other_Chlorophyta","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",299
"153","Other_Chlorophyta","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",229
"154","Other_Chlorophyta","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",64
"155","Other_Chlorophyta","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",10
"156","Other_Chlorophyta","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",14
"157","Other_Chlorophyta","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",178
"158","Other_Chlorophyta","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",270
"159","Other_Chlorophyta","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",206
"160","Other_Chlorophyta","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",412
"161","Other_Chlorophyta","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",145
"162","Other_Chlorophyta","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",151
"163","Other_Chlorophyta","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",273
"164","Other_Chlorophyta","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",172
"165","Other_Chlorophyta","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",153
"166","Other_Chlorophyta","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",190
"167","Other_Chlorophyta","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",157
"168","Other_Chlorophyta","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",129
"169","Chaetoceros","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",103
"170","Chaetoceros","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",35
"171","Chaetoceros","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",267
"172","Chaetoceros","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",142
"173","Chaetoceros","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",11
"174","Chaetoceros","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",0
"175","Chaetoceros","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",21
"176","Chaetoceros","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",46
"177","Chaetoceros","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",0
"178","Chaetoceros","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",2
"179","Chaetoceros","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",375
"180","Chaetoceros","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",452
"181","Chaetoceros","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",143
"182","Chaetoceros","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",38
"183","Chaetoceros","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",33
"184","Chaetoceros","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",0
"185","Chaetoceros","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",10
"186","Chaetoceros","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",11
"187","Chaetoceros","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",12
"188","Chaetoceros","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",0
"189","Chaetoceros","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",0
"190","Chaetoceros","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",0
"191","Chaetoceros","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",85
"192","Chaetoceros","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",73
"193","Thalassiosira","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",0
"194","Thalassiosira","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",21
"195","Thalassiosira","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",91
"196","Thalassiosira","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",206
"197","Thalassiosira","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",111
"198","Thalassiosira","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",60
"199","Thalassiosira","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",20
"200","Thalassiosira","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",118
"201","Thalassiosira","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",118
"202","Thalassiosira","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",133
"203","Thalassiosira","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",252
"204","Thalassiosira","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",126
"205","Thalassiosira","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",6
"206","Thalassiosira","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",51
"207","Thalassiosira","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",0
"208","Thalassiosira","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",108
"209","Thalassiosira","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",388
"210","Thalassiosira","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",300
"211","Thalassiosira","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",348
"212","Thalassiosira","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",107
"213","Thalassiosira","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",167
"214","Thalassiosira","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",165
"215","Thalassiosira","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",77
"216","Thalassiosira","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",129
"217","Other_Bacillariophyta","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",473
"218","Other_Bacillariophyta","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",174
"219","Other_Bacillariophyta","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",491
"220","Other_Bacillariophyta","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",536
"221","Other_Bacillariophyta","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",1166
"222","Other_Bacillariophyta","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",509
"223","Other_Bacillariophyta","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",327
"224","Other_Bacillariophyta","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",528
"225","Other_Bacillariophyta","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",254
"226","Other_Bacillariophyta","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",198
"227","Other_Bacillariophyta","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",662
"228","Other_Bacillariophyta","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",524
"229","Other_Bacillariophyta","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",185
"230","Other_Bacillariophyta","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",87
"231","Other_Bacillariophyta","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",9
"232","Other_Bacillariophyta","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",198
"233","Other_Bacillariophyta","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",658
"234","Other_Bacillariophyta","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",791
"235","Other_Bacillariophyta","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",255
"236","Other_Bacillariophyta","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",351
"237","Other_Bacillariophyta","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",710
"238","Other_Bacillariophyta","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",732
"239","Other_Bacillariophyta","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",655
"240","Other_Bacillariophyta","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",543
"241","Dictyochophyceae","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",5
"242","Dictyochophyceae","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",75
"243","Dictyochophyceae","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",39
"244","Dictyochophyceae","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",96
"245","Dictyochophyceae","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",8
"246","Dictyochophyceae","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",0
"247","Dictyochophyceae","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",43
"248","Dictyochophyceae","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",594
"249","Dictyochophyceae","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",0
"250","Dictyochophyceae","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",0
"251","Dictyochophyceae","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",0
"252","Dictyochophyceae","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",16
"253","Dictyochophyceae","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",38
"254","Dictyochophyceae","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",0
"255","Dictyochophyceae","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",0
"256","Dictyochophyceae","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",0
"257","Dictyochophyceae","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",12
"258","Dictyochophyceae","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",0
"259","Dictyochophyceae","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",40
"260","Dictyochophyceae","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",0
"261","Dictyochophyceae","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",0
"262","Dictyochophyceae","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",0
"263","Dictyochophyceae","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",0
"264","Dictyochophyceae","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",0
"265","MAST","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",8
"266","MAST","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",16
"267","MAST","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",17
"268","MAST","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",22
"269","MAST","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",28
"270","MAST","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",14
"271","MAST","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",27
"272","MAST","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",146
"273","MAST","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",0
"274","MAST","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",0
"275","MAST","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",21
"276","MAST","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",96
"277","MAST","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",70
"278","MAST","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",41
"279","MAST","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",0
"280","MAST","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",14
"281","MAST","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",47
"282","MAST","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",19
"283","MAST","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",114
"284","MAST","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",24
"285","MAST","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",79
"286","MAST","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",40
"287","MAST","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",0
"288","MAST","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",32
"289","Other_Stramenopiles","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",57
"290","Other_Stramenopiles","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",182
"291","Other_Stramenopiles","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",195
"292","Other_Stramenopiles","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",62
"293","Other_Stramenopiles","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",190
"294","Other_Stramenopiles","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",116
"295","Other_Stramenopiles","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",98
"296","Other_Stramenopiles","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",149
"297","Other_Stramenopiles","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",303
"298","Other_Stramenopiles","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",381
"299","Other_Stramenopiles","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",835
"300","Other_Stramenopiles","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",153
"301","Other_Stramenopiles","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",2
"302","Other_Stramenopiles","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",99
"303","Other_Stramenopiles","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",242
"304","Other_Stramenopiles","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",5
"305","Other_Stramenopiles","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",116
"306","Other_Stramenopiles","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",51
"307","Other_Stramenopiles","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",50
"308","Other_Stramenopiles","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",9
"309","Other_Stramenopiles","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",35
"310","Other_Stramenopiles","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",44
"311","Other_Stramenopiles","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",55
"312","Other_Stramenopiles","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",26
